ID,place_id,afe_find_id,Location,Status,Denomination,Issuer,Mint,Date,References,Remarks,Bibliography
4,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Gold,Süddeutsche Kelten,Unidentifizierte Münzstätte,LT C2/D1,,No remarks,"etailed Result








































ID: 4





Picture AFE_3529_A052-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3531_A052-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID4LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationGoldIssuerSüddeutsche KeltenMintUnidentifizierte MünzstätteDateLT C2/D1ReferencesKellner, Manching, IICWeight7.76CollectionLandesarchäologie SpeyerInventory NumberE2011/0059"
5,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,"Scheers, Traité, 186 cl. I var.",No remarks,"etailed Result








































ID: 5





Picture AFE_3749_A053-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3751_A053-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID5LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. I var.Obv./Rev.Variante = Ornament unter dem Eber auf der Rs.Weight5.24Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0060"
6,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Senones,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 6





Picture AFE_3753_A055-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3755_A055-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID6LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerSenonesMintUnidentifizierte MünzstätteDateLT D1ReferencesLT, 7417Weight3.79Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0062"
7,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 7





Picture AFE_3761_A056-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3763_A056-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID7LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight4.14Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0063"
8,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 8





Picture AFE_3707_A039-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3709_A039-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID8LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IcWeight4.87Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0080"
9,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 9





Picture AFE_3711_A040-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3713_A040-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID9LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IdWeight4.25Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0081"
10,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 10





Picture AFE_3715_A041-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3717_A041-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID10LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IbWeight3.84Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0082"
11,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 11





Picture AFE_3729_A042-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3731_A042-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID11LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight4.93Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0083"
12,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 12





Picture AFE_3737_A044-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3739_A044-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID12LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IWeight2.22Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0085"
15,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 15





Picture AFE_3663_A020-10_a.jpgOriginator: RGKLicense: Picture AFE_3665_A020-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID15LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjRemarksFehlguss?Weight3.31Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0025"
16,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Nicht näher zuweisbar,"Unidentifizierte MünzstätteReferencesLT, ?RemarksBläsige Oberlfläche. Bransauswirkung?Weight1.79Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0027 




                Export CSV
            



    URL: http://afe.dainst.org/coin?afeid=16
















","






Detailed Result








































ID: 16





Picture AFE_3671_A022-10_a.jpgOriginator: RGKLicense: Picture AFE_3673_A022-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID16LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerNicht näher zuweisbarMintUnidentifizierte Münzstätte",,No remarks,"etailed Result








































ID: 16





Picture AFE_3671_A022-10_a.jpgOriginator: RGKLicense: Picture AFE_3673_A022-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID16LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerNicht näher zuweisbarMintUnidentifizierte MünzstätteReferencesLT, ?RemarksBläsige Oberlfläche. Bransauswirkung?Weight1.79Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0027"
17,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Sestertius,Nicht näher zuweisbar,Münzstätte nicht bekannt,1.-2- Jh.,,No remarks,"etailed Result








































ID: 17





Picture AFE_3675_A023-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3677_A023-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID17LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationSestertiusIssuerNicht näher zuweisbarMintMünzstätte nicht bekanntDate1.-2- Jh.ReferencesRIC, ?Weight18.77Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0028"
18,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Imitation,Antoninianus,Gallischer Kaiser,Irreguläre Münzstätte,"260-274?Obv./Rev.Vs.: bärt. Kopf n. r. m. Strkr.Weight2.01Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0029 




                Export CSV
            



    URL: http://afe.dainst.org/coin?afeid=18
















",No reference,No remarks,"etailed Result








































ID: 18





Picture AFE_3683_A024-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3685_A024-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID18LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusImitationDenominationAntoninianusIssuerGallischer KaiserMintIrreguläre MünzstätteDate260-274?Obv./Rev.Vs.: bärt. Kopf n. r. m. Strkr.Weight2.01Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0029"
19,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Sestertius,Nicht näher zuweisbar,Münzstätte nicht bekannt,1.-2- Jh.,,No remarks,"etailed Result








































ID: 19





Picture AFE_3687_A026-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3689_A026-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID19LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationSestertiusIssuerNicht näher zuweisbarMintMünzstätte nicht bekanntDate1.-2- Jh.ReferencesRIC, ?Weight14.62Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0031"
20,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Stater,Mediomatrici,"Unidentifizierte MünzstätteReferencesScheers, Traité, 37Weight4.9Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0032 




                Export CSV
            



    URL: http://afe.dainst.org/coin?afeid=20
















","






Detailed Result








































ID: 20





Picture AFE_3533_A030-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3535_A030-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID20LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationStaterIssuerMediomatriciMintUnidentifizierte Münzstätte",,No remarks,"etailed Result








































ID: 20





Picture AFE_3533_A030-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3535_A030-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID20LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationStaterIssuerMediomatriciMintUnidentifizierte MünzstätteReferencesScheers, Traité, 37Weight4.9Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0032"
21,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Lingones,Unidentifizierte Münzstätte,LT D1 ,,No remarks,"etailed Result








































ID: 21





Picture AFE_3691_A031-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3693_A031-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID21LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLingonesMintUnidentifizierte MünzstätteDateLT D1 ReferencesLT, 8329Weight1.38Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0033"
22,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 22





Picture AFE_3647_A007-10_a.jpgOriginator: RGKLicense: Picture AFE_3649_A007-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID22LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight3.58Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0010"
23,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 23





Picture AFE_3513_A001-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3515_A001-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID23LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight4.26Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0004"
24,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 24





Picture AFE_3517_A002-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3519_A002-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID24LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight4.69Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0005"
26,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,"Scheers, Traité, 186 cl. Ic",No remarks,"etailed Result








































ID: 26





Picture AFE_3643_A006-10_a.jpgOriginator: RGKLicense: Picture AFE_3645_A006-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID26LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IcObv./Rev.Rs.: Punkt am oberen Abschluss des Bogenornaments.Weight3.3Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0009"
27,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Silber,Kaletedou,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 27





Picture AFE_3651_A008-10_a.jpgOriginator: RGKLicense: Picture AFE_3653_A008-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID27LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationSilberIssuerKaletedouMintUnidentifizierte MünzstätteDateLT D1ReferencesLT, 8178/8291Peculiarities of productionSubferratWeight1.35Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0011"
28,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 28





Picture AFE_3655_A010-10_a.jpgOriginator: RGKLicense: Picture AFE_3657_A010-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID28LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. I(j?)Weight2.7Heritage officeGDKE.Speyer"
29,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Silber,Treveri,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 29





Picture AFE_3659_A016-10_a.jpgOriginator: RGKLicense: Picture AFE_3661_A016-10_r.jpgOriginator: RGKLicense:  




Name
Value


ID29LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationSilberIssuerTreveriMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 54bPeculiarities of productionSubaeratWeight1.16Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0019"
31,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Remi,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 31





Picture AFE_3745_A049-10_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3747_A049-10_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID31LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerRemiMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 191Weight3.38Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2011/0037"
182,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 182





Picture AFE_3695_A033-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3697_A033-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID182LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IbWeight3.59Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0226"
183,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 183





Picture AFE_3699_A034-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3701_A034-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID183LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. Ib?Weight4.78Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0227"
186,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Kleinsilber,Treveri,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 186





Picture AFE_3537_A068-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3539_A068-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID186LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationKleinsilberIssuerTreveriMintUnidentifizierte MünzstätteDateLT D1ReferencesGilles, Keltische Fundmünzen, Nr. 73, 26 (Abb. 10)Weight0.27Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0241"
191,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Remi,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 191





Picture AFE_3769_A066-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3771_A066-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID191LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerRemiMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 191Weight3.1Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0239"
197,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 197





Picture AFE_3773_A069-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3775_A069-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID197LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. ISecondary treatmentFragmentWeight2.89Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0242	"
198,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Silber,Treveri,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 198





Picture AFE_4679_A073-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4681_A073-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID198LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationSilberIssuerTreveriMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 54bWeight1.23CollectionLandesarchäologie SpeyerInventory NumberE2009/0246"
199,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 199





Picture AFE_4683_A074-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4685_A074-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID199LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight3.11Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE200970256"
204,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Silber,Treveri,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 204





Picture AFE_4687_A079-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4689_A079-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID204LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationSilberIssuerTreveriMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 54bWeight1.37CollectionLandesarchäologie SpeyerInventory NumberE200970261"
210,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Silber,Aedui || Lingones,Unidentifizierte Münzstätte,"LT D1?Weight1.77Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0253 




                Export CSV
            



    URL: http://afe.dainst.org/coin?afeid=210
















",,No remarks,"etailed Result








































ID: 210





Picture AFE_4707_A107-08_a_AFE210.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4709_A107-08_r_AFE210.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID210LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationSilberIssuerAedui || LingonesIssued forKALETEDOYMintUnidentifizierte MünzstätteDateLT D1?Weight1.77Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0253"
219,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 219





Picture AFE_4723_A122-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4725_A122-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID219LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IbWeight4.71Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0220"
237,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Kleinsilber,Treveri,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 237





Picture AFE_3541_A055-08_r.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_3545_A055-08_a.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID237LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationKleinsilberIssuerTreveriMintUnidentifizierte MünzstätteDateLT D1ReferencesGilles, Keltische Fundmünzen, Nr. 73, 26 (Abb. 10)Weight0.23Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2008/0277"
238,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Silber,Treveri,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 238





Picture AFE_4691_A083-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4693_A083-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID238LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationSilberIssuerTreveriMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 54bWeight1.92CollectionLandesarchäologie SpeyerInventory NumberE2009/0270"
239,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 239





Picture AFE_4695_A084-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4697_A084-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID239LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight4.61CollectionLandesarchäologie SpeyerInventory NumberE2009/0271"
240,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidum",No status,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 240





Picture AFE_4699_A085-08_a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4701_A085-08_r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID240LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjSecondary treatmentFragmentWeight1.53CollectionLandesarchäologie SpeyerInventory NumberE2009/0272"
246,33,3793,"Donnersberg (Donnersbergkreis), Donnersberg Oppidu",Official,Potin,Leuci,Unidentifizierte Münzstätte,LT D1,,No remarks,"etailed Result








































ID: 246





Picture AFE_4779_A133-08a.jpgOriginator: RGKLicense: (c) GDKE SpeyerPicture AFE_4781_A133-08r.jpgOriginator: RGKLicense: (c) GDKE Speyer 




Name
Value


ID246LocationDonnersberg (Donnersbergkreis), Donnersberg OppidumStatusOfficialDenominationPotinIssuerLeuciMintUnidentifizierte MünzstätteDateLT D1ReferencesScheers, Traité, 186 cl. IjWeight4.25Heritage officeGDKE.SpeyerCollectionLandesarchäologie SpeyerInventory NumberE2009/0209"
