ID,Name,Fundkategorie,Link
3188,Gera,,iDAI gazetteer
3189,Gera-Milbitz,,iDAI gazetteer
3190,Jena,,iDAI gazetteer
3191,Jena-Lobeda,,iDAI gazetteer
3192,Jena-Zwätzen,,iDAI gazetteer
3193,Bad Salzungen,,iDAI gazetteer
3194,Stadtlengsfeld,,iDAI gazetteer
3195,Steinbach/Thüringen,,iDAI gazetteer
3196,Dingsleben,,iDAI gazetteer
3197,Gleicherwiesen,,iDAI gazetteer
3198,Harras/Eisfeld,,iDAI gazetteer
3199,Heldburg,,iDAI gazetteer
3200,Henfstädt,,iDAI gazetteer
3201,Hildburghausen,,iDAI gazetteer
3202,Lindenau/Thüringen,,iDAI gazetteer
3203,Poppenhausen,,iDAI gazetteer
3204,Bauerbach,,iDAI gazetteer
3205,Dreissigacker,,iDAI gazetteer
3206,Geba,,iDAI gazetteer
3207,Haina,,iDAI gazetteer
3208,Jüchsen,,iDAI gazetteer
3209,Kaltensundheim,,iDAI gazetteer
3210,Meiningen,,iDAI gazetteer
3211,Milz,Einzelfund,iDAI gazetteer
3212,Römhild,,iDAI gazetteer
3213,Römhild ?,,iDAI gazetteer
3214,Sülzdorf,,iDAI gazetteer
3215,Schalkau,,iDAI gazetteer
3216,Sonneberg,,iDAI gazetteer
3217,Theuern,,iDAI gazetteer
3218,Benshausen,,iDAI gazetteer
3219,Kühndorf,,iDAI gazetteer
3220,Zella-Mehlis,,iDAI gazetteer
3221,Suhl,,iDAI gazetteer
3222,Niederselters (Grabfunde),Grabfund,iDAI gazetteer
3223,Eschborn,,iDAI gazetteer
3224,Gladenbach (Hortfund),Schatzfund,iDAI gazetteer
3225,Dillenburg,,iDAI gazetteer
3226,Herborn,,iDAI gazetteer
3227,Merkenbach,,iDAI gazetteer
3228,Bad Orb,,iDAI gazetteer
3229,Gelnhausen,,iDAI gazetteer
3230,Umgebung von Gelnhausen,,iDAI gazetteer
3231,Kassel (Dorf),,iDAI gazetteer
3232,Wirtheim,,iDAI gazetteer
3233,Langenselbold,,iDAI gazetteer
3234,Dauborn,,iDAI gazetteer
3235,Dornburg,,iDAI gazetteer
3236,Dornburg ?,,iDAI gazetteer
3237,Elz,,iDAI gazetteer
3238,Frickhofen,,iDAI gazetteer
3239,Kirberg,,iDAI gazetteer
3240,Limburg,,iDAI gazetteer
3241,Niederbrechen,,iDAI gazetteer
3242,Bei Niederbrechen,,iDAI gazetteer
3243,Oberzeuzheim,,iDAI gazetteer
3244,Staffel,,iDAI gazetteer
3245,Runkel,,iDAI gazetteer
3246,Villmar,,iDAI gazetteer
3247,Weilburg,,iDAI gazetteer
3248,Kleinrechtenbach,,iDAI gazetteer
3249,Wetzlar,,iDAI gazetteer
3250,Königsberg,,iDAI gazetteer
3251,Wissmar (Schatzfund ?),,iDAI gazetteer
3252,Leihgestern,,iDAI gazetteer
3253,Gießen,,iDAI gazetteer
3254,Grünberg,,iDAI gazetteer
3255,Heuchelheim,,iDAI gazetteer
3256,Nieder-Bessingen,,iDAI gazetteer
3257,Fraurombach,,iDAI gazetteer
3258,Niddawitzhausen,,iDAI gazetteer
3259,Schwebda,,iDAI gazetteer
3260,Calden,,iDAI gazetteer
3261,Hofgeismar,,iDAI gazetteer
3262,"Groß-Gerau ""Auf Esch""",,iDAI gazetteer
3263,Dissen (Schalm-Eder-Kreis),,iDAI gazetteer
3264,Geismar,,iDAI gazetteer
3265,Gombeth,,iDAI gazetteer
3266,Philippsthal,,iDAI gazetteer
3267,Maden,,iDAI gazetteer
3268,Fulda,,iDAI gazetteer
3269,Fulda (Schatzfund ?),,iDAI gazetteer
3270,Hattenhof,,iDAI gazetteer
3271,Mosbach,,iDAI gazetteer
3272,Seiferts,,iDAI gazetteer
3273,Bad Hersfeld (Hortfund),,iDAI gazetteer
3274,Karlshafen,,iDAI gazetteer
3275,Langenthal,,iDAI gazetteer
3276,Grossenritte,,iDAI gazetteer
3277,Niederkaufungen,,iDAI gazetteer
3278,Wilhelmshausen,,iDAI gazetteer
3279,Amöneburg,,iDAI gazetteer
3280,Großseelheim,,iDAI gazetteer
3281,Amöneburg (Schatzfund),,iDAI gazetteer
3282,Kirchhain,Einzelfund,iDAI gazetteer
3283,Marburg,,iDAI gazetteer
3284,Niederklein,,iDAI gazetteer
3285,Schweinsberg,,iDAI gazetteer
3286,Wehrda,,iDAI gazetteer
3287,Gensungen,,iDAI gazetteer
3288,"Flur 4, Flurstück 66,67",,iDAI gazetteer
3289,"Flur 4, Flurstück 57",,iDAI gazetteer
3290,Aschaffenburgerstr. 54,,iDAI gazetteer
3291,Raguth Fpl. 5 (Hortfund),Schatzfund,iDAI gazetteer
3292,Zettemin (Fpl. 11),Einzelfund,iDAI gazetteer
3293,Zettemin (Fpl. 17),Einzelfund,iDAI gazetteer
3294,Zettemin Fpl. 29,Einzelfund,iDAI gazetteer
3295,Zettemin 37,Einzelfund,iDAI gazetteer
3296,Wodarg 32,Einzelfund,iDAI gazetteer
3297,Wismar Fpl. 288,Einzelfund,iDAI gazetteer
3298,Wismar Fpl. 338,Einzelfund,iDAI gazetteer
,,,
3300,Anklam Fpl. 190,Einzelfund,iDAI gazetteer
3301,Babke 3,Einzelfund,iDAI gazetteer
3302,Steinhausen 5,Einzelfund,iDAI gazetteer
3303,Roggow-Russow Fpl. 168,Einzelfund,iDAI gazetteer
3304,Brunn Fpl. 9,Einzelfund,iDAI gazetteer
3305,Oberhof 10,Einzelfund,iDAI gazetteer
3306,Blengow 258,Einzelfund,iDAI gazetteer
3307,Roggow-Russow Fpl. 167,Einzelfund,iDAI gazetteer
3308,Althof 28,Einzelfund,iDAI gazetteer
3309,Beseritz 11,Einzelfund,iDAI gazetteer
3310,Bibow-Hasenwinkel 29,Kollektivfund,iDAI gazetteer
3311,Bohlendorf 4,Einzelfund,iDAI gazetteer
3312,Bredenfelde 2,Einzelfund,iDAI gazetteer
3313,Bürgerhof-Leisterförde 2,Einzelfund,iDAI gazetteer
3314,Demen 7002,Einzelfund,iDAI gazetteer
3315,Demzin 39,Einzelfund,iDAI gazetteer
3316,Dönkendorf 1,Einzelfund,iDAI gazetteer
3317,Ganzkow 43,Einzelfund,iDAI gazetteer
3318,Glasow 25,Einzelfund,iDAI gazetteer
3319,Glasow 31,Einzelfund,iDAI gazetteer
3320,Grevesmühlen Fpl. 165,Einzelfund,iDAI gazetteer
3321,Grischow Fpl. 4,Einzelfund,iDAI gazetteer
3322,Ilow 3,Einzelfund,iDAI gazetteer
3323,Kadow 3,Einzelfund,iDAI gazetteer
3324,Kieshof 5,Einzelfund,iDAI gazetteer
3325,Klempenow 47,Einzelfund,iDAI gazetteer
3326,Langwitz 27,Einzelfund,iDAI gazetteer
3327,Laschendorf Fpl. 17,Einzelfund,iDAI gazetteer
3328,Morgenitz Fpl. 3 (Lkr. Vorpommern-Greifswald),Einzelfund,iDAI gazetteer
3329,Neubauhof/Dargun 9,Einzelfund,iDAI gazetteer
3330,Neuendorf 24,Einzelfund,iDAI gazetteer
3331,Neukloster 19,Einzelfund,iDAI gazetteer
3332,Niepars 23,Einzelfund,iDAI gazetteer
,,,
3334,Pasewalk Fpl. 36,Einzelfund,iDAI gazetteer
3335,Pasewalk Fpl. 147,Einzelfund,iDAI gazetteer
3336,Pasewalk (Fpl. 249),Einzelfund,iDAI gazetteer
3337,Penkun 46,Einzelfund,iDAI gazetteer
3338,Rehna (identisch mit Rhena),,iDAI gazetteer
3339,Rottmannshagen 1,Einzelfund,iDAI gazetteer
,,,
3341,Starrvitz 31,Einzelfund,iDAI gazetteer
3342,Steinhausen 21,Einzelfund,iDAI gazetteer
3343,Sternberg Fpl. 28,Einzelfund,iDAI gazetteer
3344,Usadel 33,Einzelfund,iDAI gazetteer
3345,Wakenstädt 7,Einzelfund,iDAI gazetteer
3346,Warin 20,Einzelfund,iDAI gazetteer
3347,Weltzin 4,Einzelfund,iDAI gazetteer
3348,Weltzin 39,Einzelfund,iDAI gazetteer
3349,Weltzin 50,Einzelfund,iDAI gazetteer
3350,Neustrelitz I,Einzelfund,iDAI gazetteer
3351,Richtenberg 18,Einzelfund,iDAI gazetteer
3352,Brunn Fpl. 19,Einzelfund,iDAI gazetteer
3353,Brunn Fpl. 31,Einzelfund,iDAI gazetteer
3354,Groß Strömkendorf 3,Einzelfund,iDAI gazetteer
3355,Grundshagen 3,Einzelfund,iDAI gazetteer
3356,Langwiesen III 2013/14,,iDAI gazetteer
3357,Wismar Fpl. 298,Einzelfund,iDAI gazetteer
3358,Wittenburg Fpl. 51,Einzelfund,iDAI gazetteer
3359,Osterholz,Grabfund,iDAI gazetteer
3360,Leese,,iDAI gazetteer
3361,Bellahn,,iDAI gazetteer
3362,Göhrde,,iDAI gazetteer
3363,Offleben,Grabfund,iDAI gazetteer
3364,Duderstadt,,iDAI gazetteer
3365,Mahndorf (Hortfund),,iDAI gazetteer
3366,Bothkamp,Einzelfund,iDAI gazetteer
,,,
3368,St. Pauli,Einzelfund,iDAI gazetteer
3369,Berlin-Blankenburg,Einzelfund,iDAI gazetteer
3370,Kalbe (Milde ) oder Umgebung (Schatzfund?),Kollektivfund,iDAI gazetteer
3371,Liebersee,Einzelfund,iDAI gazetteer
3372,Kirchhuchting,,iDAI gazetteer
3373,Hoher Horst,,iDAI gazetteer
3374,Schiffdorferdamm (Fpl. Bremerhaven 20),,iDAI gazetteer
3375,Thurow,Unbekannt,iDAI gazetteer
3376,Wendisch-Paulsdorf,,iDAI gazetteer
3377,Bieberach (Siedlung),,iDAI gazetteer
3378,Bieberach,,iDAI gazetteer
3379,Stroga,,iDAI gazetteer
3380,Lercha,,iDAI gazetteer
3381,Lercha (Siedlung),,iDAI gazetteer
3382,Liebersee (Siedlung),,iDAI gazetteer
3383,Markranstädt,,iDAI gazetteer
3384,Großlehna,,iDAI gazetteer
3385,Quesitz (Siedlung),,iDAI gazetteer
3386,Räpitz (Siedlung),,iDAI gazetteer
3387,Schkölen (Siedlung),,iDAI gazetteer
3388,Eisdorf,,iDAI gazetteer
3389,Großstorkwitz,,iDAI gazetteer
3390,Kitzen,Einzelfund,iDAI gazetteer
3391,Weideroda,,iDAI gazetteer
3392,Wiederau,Einzelfund,iDAI gazetteer
3393,Dinslaken,,iDAI gazetteer
3394,Dinslaken (Grabfunde),,iDAI gazetteer
3395,Hiesfeld,,iDAI gazetteer
3396,Bucholt und Welmen,,iDAI gazetteer
3397,Gemeinde Voerde,,iDAI gazetteer
3398,Spellen,,iDAI gazetteer
3399,Walsum,,iDAI gazetteer
3400,Walsum (Grabfunde),,iDAI gazetteer
3401,"Buchholz, Huckingen oder Wedau",,iDAI gazetteer
3402,Duissern,,iDAI gazetteer
3403,Duissern (Hortfund),,iDAI gazetteer
3404,Duissern oder Neudorf-Nord,,iDAI gazetteer
3405,Hochfeld,Einzelfund,iDAI gazetteer
3406,Neuenkamp (Hortfund),,iDAI gazetteer
3407,Wedau,,iDAI gazetteer
3408,Duisburg (Umgegend),,iDAI gazetteer
3409,Bilk,,iDAI gazetteer
3410,Bilk (Grabfund),,iDAI gazetteer
3411,Bilker Busch,,iDAI gazetteer
3412,"Derendorf, Golzheim, Stockum und Unterrath",,iDAI gazetteer
3413,"Derendorf, Golzheim, Stockum und Unterrath (Grabfunde?)",,iDAI gazetteer
3414,Düsseltal,,iDAI gazetteer
3415,"Eller, Lierenfeld, Oberbilk",Einzelfund,iDAI gazetteer
3416,Flingern,,iDAI gazetteer
3417,Düsseldorf-Hafen,,iDAI gazetteer
3418,Hamm,Grabfund,iDAI gazetteer
3419,Heerdt,,iDAI gazetteer
3420,Itter,,iDAI gazetteer
3421,Karlstadt,,iDAI gazetteer
3422,Lohausen,,iDAI gazetteer
3423,Oberkassel,,iDAI gazetteer
3424,Reisholz,,iDAI gazetteer
3425,Stockum,,iDAI gazetteer
3426,Stockum (Grabfunde),,iDAI gazetteer
3427,Hilden,,iDAI gazetteer
3428,Kettwig vor der Brücke,,iDAI gazetteer
3429,Lintorf,Einzelfund,iDAI gazetteer
3430,Mettmann,,iDAI gazetteer
3431,Schonnebeck,,iDAI gazetteer
3432,Steele,,iDAI gazetteer
3433,Überruhr,,iDAI gazetteer
3434,Vogelheim,,iDAI gazetteer
3435,Werden,,iDAI gazetteer
3436,Essen,,iDAI gazetteer
3437,Alkenrath,,iDAI gazetteer
3438,Rheindorf,,iDAI gazetteer
3439,Broich-Ost,,iDAI gazetteer
3440,Alt-Oberhausen,,iDAI gazetteer
3441,Oberhausen-Osterfeld,,iDAI gazetteer
3442,Oberhausen-Sterkrade,,iDAI gazetteer
3443,Oberhausen-Sterkrade (Hortfund),Schatzfund,iDAI gazetteer
3444,Oberhausen-Sterkrade II,,iDAI gazetteer
3445,Jöckern,,iDAI gazetteer
3446,Mühlenfeld,Grabfund,iDAI gazetteer
3447,Bislich,,iDAI gazetteer
3448,Gemeinde Damm,,iDAI gazetteer
3449,Gemeinde Elten Niederrhein,,iDAI gazetteer
3450,Gemeinde Elten Niederrhein (Grabfunde),,iDAI gazetteer
3451,Hochelten,Einzelfund,iDAI gazetteer
3452,Emmerich,Einzelfund,iDAI gazetteer
3453,Emmerich II,,iDAI gazetteer
3454,Emmerich (Umgebung),,iDAI gazetteer
3455,Flüren,,iDAI gazetteer
3456,Flürener Feld,,iDAI gazetteer
3457,Flürener Heide,,iDAI gazetteer
3458,Grietherbusch,,iDAI gazetteer
3459,Haffen,,iDAI gazetteer
3460,Haffen II,,iDAI gazetteer
3461,Mehr,,iDAI gazetteer
3462,Mehrhoog (Hortfund),,iDAI gazetteer
3463,Haldern,,iDAI gazetteer
3464,Hülshorst,Einzelfund,iDAI gazetteer
3465,Heeren-Herken,,iDAI gazetteer
3466,Hüthum,,iDAI gazetteer
3467,Isselburg,,iDAI gazetteer
3468,Klein-Netterden,Grabfund,iDAI gazetteer
3469,Millingen,,iDAI gazetteer
3470,Rees,,iDAI gazetteer
3471,Schermbeck,,iDAI gazetteer
3472,Wesel,,iDAI gazetteer
3473,Bergisch Neukirchen,,iDAI gazetteer
3474,Bergisch-Born,,iDAI gazetteer
3475,Leichlingen,,iDAI gazetteer
3476,Baumberg,,iDAI gazetteer
3477,Baumberg II,,iDAI gazetteer
3478,Quettingen,,iDAI gazetteer
3479,Radevormwald,,iDAI gazetteer
3480,Wermelskirchen,,iDAI gazetteer
3481,Geiselbach,,iDAI gazetteer
3482,Aschach,,iDAI gazetteer
3483,Bad Kissingen,,iDAI gazetteer
3484,Hausen bei Bad Kissingen,,iDAI gazetteer
3485,Münnerstadt,,iDAI gazetteer
3486,Nüdlingen,,iDAI gazetteer
3487,Rannungen,,iDAI gazetteer
3488,Windheim,,iDAI gazetteer
3489,Wollbach bei Bad Kissingen,,iDAI gazetteer
3490,Brendlorenzen,,iDAI gazetteer
3491,Gössenheim,,iDAI gazetteer
3492,Frankenwinheim,,iDAI gazetteer
3493,Herlheim,,iDAI gazetteer
3494,Obervolkach,,iDAI gazetteer
3495,Traustadt,,iDAI gazetteer
3496,Fuchsstadt,,iDAI gazetteer
3497,Hammelburg,,iDAI gazetteer
3498,Karlstadt,,iDAI gazetteer
3499,Müdesheim,,iDAI gazetteer
3500,Großlangheim,,iDAI gazetteer
3501,Hüttenheim,,iDAI gazetteer
3502,Kitzingen,,iDAI gazetteer
3503,Kitzingen (Hortfund),,iDAI gazetteer
3504,Aub,,iDAI gazetteer
3505,Gabolshausen,Einzelfund,iDAI gazetteer
3506,Ipthausen,,iDAI gazetteer
3507,Kleinbardorf,,iDAI gazetteer
3508,Königshofen,,iDAI gazetteer
3509,Merkershausen,,iDAI gazetteer
3510,Trappstadt,,iDAI gazetteer
3511,Marktheidenfeld,,iDAI gazetteer
3512,Stadtprozelten,,iDAI gazetteer
3513,Stockheim,,iDAI gazetteer
3514,Klotzenhof,,iDAI gazetteer
3515,Sommerhausen,,iDAI gazetteer
3516,Geldersheim,,iDAI gazetteer
3517,Grafenrheinfeld,Einzelfund,iDAI gazetteer
3518,Heidenfeld,,iDAI gazetteer
3519,Schweinfurt,,iDAI gazetteer
3520,Weyer,,iDAI gazetteer
3521,Estenfeld,,iDAI gazetteer
3522,Oberaltertheim,,iDAI gazetteer
3523,Roßbrunn,,iDAI gazetteer
3524,Thüngersheim (Hortfund),Schatzfund,iDAI gazetteer
3525,Würzburg,,iDAI gazetteer
3526,Im Spessart (Hortfund),,iDAI gazetteer
3527,Bobstadt,,iDAI gazetteer
3528,Brehmen,,iDAI gazetteer
3529,Impfingen,,iDAI gazetteer
3530,Kembach,,iDAI gazetteer
3531,Messelhausen,,iDAI gazetteer
3532,Niklashausen,,iDAI gazetteer
3533,Poppenhausen,,iDAI gazetteer
3534,Tauberbischofsheim,,iDAI gazetteer
3535,Unterschüpf,,iDAI gazetteer
3536,Unterwittighausen,,iDAI gazetteer
3537,Vilchband,,iDAI gazetteer
3538,Bad Mergentheim,,iDAI gazetteer
3539,Bad Mergentheim II,,iDAI gazetteer
3540,Edelfingen,,iDAI gazetteer
3541,Finsterlohr,,iDAI gazetteer
3542,Löffelstelzen,,iDAI gazetteer
3543,Markelsheim,,iDAI gazetteer
3544,Neuses,,iDAI gazetteer
3545,Niederrimbach-Standorf,,iDAI gazetteer
3546,Niederstetten,,iDAI gazetteer
3547,Niederstetten II,,iDAI gazetteer
3548,Niederstetten-Sichertshausen,,iDAI gazetteer
3549,Schmerbach,,iDAI gazetteer
3550,Amlishagen,,iDAI gazetteer
3551,Billingsbach-Brüchlingen,,iDAI gazetteer
3552,Brettheim-Hilgartshausen,,iDAI gazetteer
3553,Crailsheim,,iDAI gazetteer
3554,Dünsbach,,iDAI gazetteer
3555,Ellrichshausen,,iDAI gazetteer
3556,Gaggstadt-Lobenhausen,,iDAI gazetteer
3557,Gaggstadt-Mistlau,,iDAI gazetteer
3558,Gammesfeld,,iDAI gazetteer
3559,Gammesfeld-Ehringshausen-Wiesenbach,,iDAI gazetteer
3560,Gerabronn,,iDAI gazetteer
3561,Bügenstegen,,iDAI gazetteer
3562,Kirchberg an der Jagst,,iDAI gazetteer
3563,Langenburg,,iDAI gazetteer
3564,Lendsiedel-Weckenweiher,,iDAI gazetteer
3565,Michelbach an der Heide,,iDAI gazetteer
3566,Michelbach an der Heide-Seibotenberg,,iDAI gazetteer
3567,Oberspeltach,,iDAI gazetteer
3568,Rot am See,,iDAI gazetteer
3569,Brettenfeld,,iDAI gazetteer
3570,Musdorf,,iDAI gazetteer
3571,Wallhausen,,iDAI gazetteer
3572,Westgartshausen,,iDAI gazetteer
3573,Engelhardshausen,,iDAI gazetteer
3574,Naicha,,iDAI gazetteer
3575,Kupferzell,,iDAI gazetteer
3576,Waldenburg,,iDAI gazetteer
3577,Wohlmuthausen-Metzdorf,,iDAI gazetteer
3578,Dörzbach,,iDAI gazetteer
3579,Eberstal,,iDAI gazetteer
3580,Hollenbach,,iDAI gazetteer
3581,Künzelsau,,iDAI gazetteer
3582,Künzelsau (Hortfund),,iDAI gazetteer
3583,Künzelsau (Unsichere Angaben),,iDAI gazetteer
3584,Laßbach,,iDAI gazetteer
3585,Döttingen,,iDAI gazetteer
3586,Ilshofen,,iDAI gazetteer
3587,Rieden,,iDAI gazetteer
3588,Schwäbisch Hall (Nachhtrag),,iDAI gazetteer
3589,Schwäbisch Hall,,iDAI gazetteer
3590,Schwäbisch Hall (unsicher),,iDAI gazetteer
3591,"Schwäbisch Hall (""Sonstiges"")",,iDAI gazetteer
3592,Sulzdorf,,iDAI gazetteer
3593,Gaugshausen,,iDAI gazetteer
3594,Untermünkheim,,iDAI gazetteer
3595,Übrigshausen,,iDAI gazetteer
3596,Vellberg,,iDAI gazetteer
3597,Königshofen (Baden-Württemberg),,iDAI gazetteer
3598,Colmberg,,iDAI gazetteer
3599,Oberdachstetten,,iDAI gazetteer
3600,Hellmitzheim,,iDAI gazetteer
3601,Ottersdorf,,iDAI gazetteer
3602,Schwabach,,iDAI gazetteer
3603,Geslau,,iDAI gazetteer
3604,Steinach an der Ens,,iDAI gazetteer
3605,Tennenlohe,,iDAI gazetteer
3606,Neunkirchen am Sand,,iDAI gazetteer
3607,Pirkach,,iDAI gazetteer
3608,Nürnberg,,iDAI gazetteer
3609,Langenzenn,,iDAI gazetteer
3610,Hilpoltstein,,iDAI gazetteer
3611,Neunburg vorm Wald,,iDAI gazetteer
3612,Parkstein,,iDAI gazetteer
3613,Weidenwang,,iDAI gazetteer
3614,Burglengenfeld,,iDAI gazetteer
3615,Kallmünz,,iDAI gazetteer
3616,Naabeck,,iDAI gazetteer
3617,Sinzenhof,,iDAI gazetteer
3618,Runding,,iDAI gazetteer
3619,Schlammering,,iDAI gazetteer
3620,Labersricht,Einzelfund,iDAI gazetteer
3621,Lauterhofen,,iDAI gazetteer
3622,Pilsach,,iDAI gazetteer
3623,Pölling,Einzelfund,iDAI gazetteer
3624,Sulzbürg,,iDAI gazetteer
3625,Wolfstein,,iDAI gazetteer
3626,Deusmauer,Einzelfund,iDAI gazetteer
3627,Mühlbach,,iDAI gazetteer
3628,Wildenstein,,iDAI gazetteer
3629,Bamberg,,iDAI gazetteer
3630,Hallstadt,,iDAI gazetteer
3631,Scheßlitz,,iDAI gazetteer
3632,Trabelsdorf,,iDAI gazetteer
3633,Unterpreuschwitz,,iDAI gazetteer
3634,Coburg,,iDAI gazetteer
3635,Mirsdorf,,iDAI gazetteer
3636,Oettingshausen,,iDAI gazetteer
3637,Unterlauter,,iDAI gazetteer
3638,Ebermannstadt,,iDAI gazetteer
3639,Hollfeld,,iDAI gazetteer
3640,Burk,,iDAI gazetteer
3641,Eggolsheim,,iDAI gazetteer
3642,Forchheim (fraglicher Schatzfund),,iDAI gazetteer
3643,Kirchehrenbach,,iDAI gazetteer
3644,Hauptendorf,,iDAI gazetteer
3645,Hof,,iDAI gazetteer
3646,Joditz,,iDAI gazetteer
3647,Schwarzenbach,,iDAI gazetteer
3648,Gefrees,,iDAI gazetteer
3649,Döringstadt,,iDAI gazetteer
3650,Wolfsdorf,,iDAI gazetteer
3651,Wunsiedel,,iDAI gazetteer
3652,"Florstadt, Kastell",,iDAI gazetteer
3653,"Echzell, nördl. Friedhof",,iDAI gazetteer
3654,"Echzell, am Mühlbach",,iDAI gazetteer
3655,"Echzell, an der Schanze",,iDAI gazetteer
3656,Michelstadt,,iDAI gazetteer
3657,Groß-Gerau,,iDAI gazetteer
3658,"Beim Koppelseechen, auf der Sandkaute",,iDAI gazetteer
3659,Trebur-Herrenwiese,,iDAI gazetteer
3660,Am steinernen Kreuz,,iDAI gazetteer
3661,"Ladenburg, Realschulneubau",,iDAI gazetteer
3662,"Ladenburg, Zwingertgasse 2006",,iDAI gazetteer
,,,
3664,Über den Holdergärten,Grabfund,iDAI gazetteer
3665,Östlich Steinbruch,,iDAI gazetteer
3666,Am Obervorschützer Wege,,iDAI gazetteer
3667,Im Deut,,iDAI gazetteer
3668,"Büttelborn, MWZ Gräberfeld",,iDAI gazetteer
3669,Weppler 2 - Groß-Gerau,,iDAI gazetteer
3670,Trebur-Geinsheim,,iDAI gazetteer
3671,Über der Bachwiese,,iDAI gazetteer
3672,An der Bach am krummen Deich,,iDAI gazetteer
3673,An der Bach am krummen Deich,,iDAI gazetteer
3674,Lohra-Reimershausen,,iDAI gazetteer
3675,Steinbach (Wartburgkreis) Kollektivfund,,iDAI gazetteer
3676,Badow Fpl. 21,Einzelfund,iDAI gazetteer
,,,
3678,Greese Fpl. 11,Einzelfund,iDAI gazetteer
3679,Grevesmühlen Fpl. 90,Einzelfund,iDAI gazetteer
3680,Klein Ernsthof Fpl. 11,Einzelfund,iDAI gazetteer
,,,
,,,
3683,Müsselmow Fpl. 22,Einzelfund,iDAI gazetteer
3684,Nadrensee Fpl. 3,Einzelfund,iDAI gazetteer
3685,Neubrandenburg-Poststraße Bef. 6,Einzelfund,iDAI gazetteer
,,,
3687,Raguth Fpl. 4,Einzelfund,iDAI gazetteer
3688,Schelfwerder Fpl. 10,Einzelfund,iDAI gazetteer
3689,Stammersfelde Fpl. 2,Einzelfund,iDAI gazetteer
3690,Toitin Fpl. 28,Einzelfund,iDAI gazetteer
3691,Weltzin Fpl. 65,Einzelfund,iDAI gazetteer
3692,Warin Fpl. 76,Einzelfund,iDAI gazetteer
3693,Zemitz Fpl. 5,Einzelfund,iDAI gazetteer
,,,
3695,Schwepnitz 1985/1990 (Hortfund),,iDAI gazetteer
3696,Kamenz-Jesau (Hortfund),Schatzfund,iDAI gazetteer
3697,Alsbach-Hähnlein - Allgemein,,iDAI gazetteer
3698,Allmendfeld,,iDAI gazetteer
3699,Nauheim - allgemein,,iDAI gazetteer
3700,Ginsheim - allgemein,,iDAI gazetteer
3701,Alte Röder,,iDAI gazetteer
3702,Berkach - allgemein,,iDAI gazetteer
3703,Auf den Hehnesgraben,,iDAI gazetteer
3704,Alte Wasen,,iDAI gazetteer
3705,Bachwiesen,,iDAI gazetteer
3706,Dieburg - allgemein,,iDAI gazetteer
3707,Todtenhausen (Hortfund?),,iDAI gazetteer
3708,Wotenitz 1,Schatzfund,iDAI gazetteer
3709,Römerkastell Haus Bürgel,,iDAI gazetteer
3710,Siedenbollentin Fdpl. 46,Einzelfund,iDAI gazetteer
3711,Siedenbollentin Befund 15,Einzelfund,iDAI gazetteer
,,,
3713,Steigerthal,,iDAI gazetteer
3714,Delitzsch,,iDAI gazetteer
3715,Malente-Krummsee,Unbekannt,iDAI gazetteer
,,,
,,,
,,,
,,,
3720,Schmalstede I (Brandgrab 134),Grabfund,iDAI gazetteer
3721,Nedlitzer Straße,Unbekannt,iDAI gazetteer
3722,Heuchelheimer Hohl,,iDAI gazetteer
3723,Niederdorfelden_B,,iDAI gazetteer
3724,Am Stadtweg,,iDAI gazetteer
3725,"Gützkow, Fpl. 76 (Hortfund)",Schatzfund,iDAI gazetteer
3726,Auf dem Weiher,,iDAI gazetteer
3727,Wotenitz 1,Unbekannt,iDAI gazetteer
3728,Dillich - Struthwiesen,,iDAI gazetteer
3729,Homberg (Efze) - Am untersten Aueweg,,iDAI gazetteer
3730,Bergholz Fpl. 14,Einzelfund,iDAI gazetteer
3731,Nimburger Hag,,iDAI gazetteer
3732,Fachheu,,iDAI gazetteer
3733,Rottweg,,iDAI gazetteer
3734,Kinderhaus (Grabfund),,iDAI gazetteer
3735,Uthleben,,iDAI gazetteer
,,,
3737,Fritzlar,,iDAI gazetteer
3738,Niedenstein,,iDAI gazetteer
3739,Haueda (Grabfund),,iDAI gazetteer
3740,Rasdorf,,iDAI gazetteer
3741,Allendorf,,iDAI gazetteer
3742,Roßdorf,,iDAI gazetteer
3743,Schröck,,iDAI gazetteer
3744,zwischen Ober-Rossberg und Nordeck,,iDAI gazetteer
3745,Melsungen,,iDAI gazetteer
3746,Spangenberg,,iDAI gazetteer
3747,Rotenburg,,iDAI gazetteer
3748,Goddelsheim,,iDAI gazetteer
3749,Friedrichsbrück,Einzelfund,iDAI gazetteer
3750,Hessisch-Lichtenau,,iDAI gazetteer
3751,Hopfelde,Einzelfund,iDAI gazetteer
3752,Laudenbach,Einzelfund,iDAI gazetteer
3753,Kleinvach (Hortfund?),,iDAI gazetteer
3754,Rhön,,iDAI gazetteer
3755,Vogelsberg,,iDAI gazetteer
3756,Bad Pyrmont (Schatzfund),Schatzfund,iDAI gazetteer
,,,
3758,Dobrock (Grabfund?),,iDAI gazetteer
,,,
3760,Liebenau,,iDAI gazetteer
3761,Schlüte (Grabfund?),,iDAI gazetteer
3762,Walsleben II,Einzelfund,iDAI gazetteer
,,,
3764,Bernburg III,Einzelfund,iDAI gazetteer
3765,Schänzle,,iDAI gazetteer
3766,Oberes Grütt,,iDAI gazetteer
3767,Zessacker,,iDAI gazetteer
3768,Burgfeld,,iDAI gazetteer
